Nr.,ZSK1,ZSK2,ZSK3,Vola4,Vola5,Vola6,Verlust7,Verlust8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,EM,SCR,Quote
3220,0.2020837664604187,0.7469402551651001,0.8295949101448059,0.8674585819244385,0.5838846564292908,0.8820551633834839,0.8326974511146545,0.8828091621398926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,814731002.8242602,955488429.0751363,0.852685368061315
3221,0.6210138201713562,0.2245250940322876,0.1937153935432434,0.384472131729126,0.20471900701522827,0.5039271116256714,0.513956606388092,0.19840669631958008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1361805088.5212073,452966008.3587031,3.0064178401722277
3222,0.4469415545463562,0.4967418909072876,0.1270650029182434,0.334423303604126,0.10486549139022827,0.5534876585006714,0.11527496576309204,0.14445161819458008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1300335834.2635596,765348089.7108985,1.6990123209881487
3223,0.9169580340385437,0.1335674524307251,0.07596331834793091,0.9096033573150635,0.11370033025741577,0.3238581418991089,0.41353851556777954,0.4215359687805176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1010370954.4685345,384991467.8881967,2.624398301631845
3224,0.9086572527885437,0.6584697961807251,0.0012562870979309082,0.6337244510650635,0.44133704900741577,0.8409479856491089,0.36226898431777954,0.07534456253051758,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,886767110.8849883,397394177.2920738,2.231454715636759
3225,0.7916528582572937,0.1969829797744751,0.8232167363166809,0.8553431034088135,0.7139810919761658,0.2105158567428589,0.6910653710365295,0.7764554023742676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1225228675.2145624,424750580.14549035,2.8845838769540544
3226,0.0921441912651062,0.2486339807510376,0.8088887333869934,0.476452112197876,0.11627906560897827,0.2067469358444214,0.09299713373184204,0.3987851142883301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1466370562.9804685,1102031373.443266,1.330606912214155
3227,0.8734552264213562,0.9672008752822876,0.4656880497932434,0.06855416297912598,0.6524729132652283,0.6606653928756714,0.543741762638092,0.6090512275695801,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1111234812.574191,380763331.90097773,2.9184396696664625
3228,0.4382287859916687,0.8510051965713501,0.07990008592605591,0.4290430545806885,0.9616312384605408,0.5613154172897339,0.35741668939590454,0.6211514472961426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1341468011.225502,489949533.93858767,2.737971807916134
3229,0.8596917986869812,0.4147411584854126,0.9043172001838684,0.408916711807251,0.6626352667808533,0.5364283323287964,0.19770294427871704,0.8034176826477051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1139861060.0756102,399317494.79794234,2.8545232175524604
3230,0.2889673113822937,0.9550396203994751,0.7990468144416809,0.17785286903381348,0.9964517951011658,0.6131037473678589,0.7333016991615295,0.8997464179992676,0.2500000000000003,0.10000000000000012,0.20000000000000023,0.9000000000000001,0.33333333333333326,0.6666666666666666,0.45,0.46549999999999997,0.9666666666666667,0.94,1,0.4,1533435375.660687,636618441.3371608,2.408719691562565
3231,0.7328912615776062,0.4513927698135376,0.8256123661994934,0.551281213760376,0.5167917609214783,0.1302088499069214,0.947611391544342,0.9599423408508301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1390641140.223596,434619447.1182874,3.1996753698992095
3232,0.9682886004447937,0.5420757532119751,0.1629384160041809,0.7111780643463135,0.5214762091636658,0.6630305051803589,0.7085214257240295,0.5990872383117676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,848564288.3173481,353663783.9954842,2.399353076899113
3233,0.7049981951713562,0.9725719690322876,0.9495747685432434,0.11689400672912598,0.0074533820152282715,0.09572398662567139,0.738565981388092,0.5245785713195801,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1380793455.6869674,417572951.5848332,3.306711918112465
3234,0.3879815936088562,0.2986217737197876,0.8464253544807434,0.801342248916626,0.8291086554527283,0.005758166313171387,0.883463442325592,0.4648861885070801,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1364448407.4473007,500702035.6133693,2.7250706216439204
3235,0.6004449725151062,0.2237316370010376,0.3835957646369934,0.252331018447876,0.28864234685897827,0.1896570920944214,0.644266664981842,0.24497652053833008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1482050757.879721,439362491.91546226,3.373184523372747
3236,0.1636621356010437,0.018455147743225098,0.5463002324104309,0.12359261512756348,0.5967325568199158,0.4997614622116089,0.010828554630279541,0.2546658515930176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,891923718.1748704,1448652274.0644643,0.615692070583931
3237,0.5197107195854187,0.0440593957901001,0.1882374882698059,0.04153084754943848,0.31166785955429077,0.9487055540084839,0.8827462792396545,0.9826626777648926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1124330192.301482,539235118.8568785,2.0850463053759243
3238,0.9542962908744812,0.005927681922912598,0.5057576298713684,0.479595422744751,0.8255991339683533,0.9225367307662964,0.41437774896621704,0.028393268585205078,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,777188024.8055526,407901331.9827531,1.9053333830212
3239,0.5954400897026062,0.1137462854385376,0.08855181932449341,0.012462854385375977,0.38324683904647827,0.7808436155319214,0.24570709466934204,0.3156552314758301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1205168880.1357913,416321986.63218784,2.894799983745595
3240,0.6592981219291687,0.5627971887588501,0.8195241093635559,0.5851709842681885,0.36824744939804077,0.7164667844772339,0.7669625878334045,0.7675137519836426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1299251727.019899,372109449.0957146,3.491584882290111
3241,0.8724939227104187,0.2357097864151001,0.8632863163948059,0.2663843631744385,0.8871073126792908,0.4723871946334839,0.5617013573646545,0.19579744338989258,0.10000000000000012,0.0,1.0,1.0,0.33333333333333326,0.6666666666666666,0.85,0.1065,0.7066666666666666,0.76,0,0.4,861174641.1505142,314348303.09229475,2.739555558846671
3242,0.7563135027885437,0.1155010461807251,0.6301625370979309,0.7470057010650635,0.10149329900741577,0.8604792356491089,0.30367523431777954,0.2511258125305176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,995715798.551753,425404355.1712929,2.3406337674912123
3243,0.5710412859916687,0.4525676965713501,0.2752125859260559,0.8431055545806885,0.7194437384605408,0.2878779172897339,0.17772918939590454,0.16021394729614258,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1030407098.0393484,619117466.2329875,1.6643159888685541
3244,0.3896753191947937,0.7779155969619751,0.9554188847541809,0.8337366580963135,0.6538004279136658,0.7660578489303589,0.8994393944740295,0.5263333320617676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1163371100.6267228,633122853.3471313,1.8375124108635907
3245,0.9905053973197937,0.2254253625869751,0.8628895878791809,0.3613245487213135,0.32103675603866577,0.014348864555358887,0.40456634759902954,0.2609524726867676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,732720691.7993109,355447212.7087863,2.0614050852035244
3246,0.6439782977104187,0.9212566614151001,0.8066456913948059,0.4363062381744385,0.37734168767929077,0.0016840696334838867,0.9738107323646545,0.9594693183898926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1473875332.8336024,428578978.8693646,3.438981857490624
3247,0.6415521502494812,0.6941601037979126,0.1910603642463684,0.17368721961975098,0.49332374334335327,0.6693629026412964,0.923899233341217,0.24982881546020508,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1372634449.8542283,417485757.3336916,3.2878593478749436
3248,0.8249017596244812,0.8941112756729126,0.3412068486213684,0.473247766494751,0.34464210271835327,0.8654078245162964,0.08576446771621704,0.5142331123352051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1081634893.0403306,419545408.73183215,2.578111619216163
3249,0.1623956561088562,0.9753795862197876,0.8161519169807434,0.892162561416626,0.5566477179527283,0.8231409788131714,0.43131500482559204,0.8213315010070801,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,839130230.3554958,1090055739.650184,0.7698048822941714
3250,0.3922693133354187,0.9263836145401001,0.04126483201980591,0.9824488162994385,0.9889139533042908,0.4169672727584839,0.9779611229896545,0.19701814651489258,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.11549999999999999,0.37999999999999995,1.0,1,0.6,1009094632.9379,492128302.2311897,2.0504706361388094
3251,0.2951471209526062,0.5146251916885376,0.3859151005744934,0.620373010635376,0.05951637029647827,0.2520350217819214,0.33213287591934204,0.5563778877258301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1553030061.181901,582018556.0068274,2.6683514557286436
3252,0.5421716570854187,0.9766765832901001,0.3903859257698059,0.4350855350494385,0.13100379705429077,0.4906977415084839,0.25676971673965454,0.8605923652648926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1436755493.3339481,425571146.54836655,3.376064155163911
3253,0.1348688006401062,0.8704601526260376,0.6934102177619934,0.572887659072876,0.5769724249839783,0.5746668577194214,0.739237368106842,0.21006441116333008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1151901538.7671952,929512563.0537574,1.2392533297052126
3254,0.8891565203666687,0.2482219934463501,0.6382496953010559,0.5039942264556885,0.48677772283554077,0.7358759641647339,0.5837350487709045,0.6921963691711426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1072062265.4593042,390022620.67466855,2.7487181733326915
3255,0.6447717547416687,0.7313762903213501,0.9387868046760559,0.3523828983306885,0.6916117072105408,0.8713740110397339,0.9272409081459045,0.4116787910461426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1259209924.420394,463733416.04378134,2.7153745683522432
3256,0.3214532732963562,0.3732067346572876,0.9976704716682434,0.22260689735412598,0.9403147101402283,0.5471400022506714,0.634317934513092,0.08732271194458008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1445162096.6420503,626921117.5378028,2.3051737391106597
3257,0.2165643572807312,0.7816234827041626,0.4911702275276184,0.585857629776001,0.31931251287460327,0.0038965940475463867,0.48279815912246704,0.8856320381164551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1671355681.496687,535855222.0579995,3.1190433771974773
3258,0.4625970721244812,0.9810253381729126,0.08046466112136841,0.255474328994751,0.9979624152183533,0.9054468870162964,0.965647280216217,0.8745846748352051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1296964187.0350873,513297885.3277018,2.526728093194995
3259,0.6378290057182312,0.8928295373916626,0.03255206346511841,0.336712121963501,0.9417490363121033,0.5115870237350464,0.834726870059967,0.20484590530395508,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1344953748.9791155,445849331.2682744,3.0166104436070937
3260,0.9340326189994812,0.3167186975479126,0.8233845829963684,0.776714563369751,0.18424171209335327,0.09660899639129639,0.14216095209121704,0.09504365921020508,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,936132504.8381976,425168436.4704712,2.20179210058368
3261,0.4871484637260437,0.2979961633682251,0.9576771855354309,0.13946175575256348,0.7991251349449158,0.1425837278366089,0.33236175775527954,0.5400662422180176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1535612127.2465444,436413174.56148225,3.5187116630692046
3262,0.6065790057182312,0.9865795373916626,0.7513020634651184,0.18046212196350098,0.41049903631210327,0.10533702373504639,0.05347687005996704,0.5485959053039551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1407959394.3985953,463845213.6806204,3.0354078319067073
3263,0.0721551775932312,0.3398510217666626,0.4414876103401184,0.859905481338501,0.12216895818710327,0.7203272581100464,0.958506166934967,0.5835080146789551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,385630583.62430125,964046432.6317533,0.4000124584990861
3264,0.5466119647026062,0.2602306604385376,0.6490986943244934,0.330822229385376,0.42816871404647827,0.6460779905319214,0.650003969669342,0.10276460647583008,0.0,0.0,0.6000000000000006,0.09999999999999996,1.0,0.6666666666666666,0.1,0.09299999999999999,0.7266666666666667,0.74,0,1.0,809024459.120092,516342690.3675773,1.5668362779458707
3265,0.7393457293510437,0.7914043664932251,0.7274525761604309,0.08013558387756348,0.22710365056991577,0.10864818096160889,0.6841683983802795,0.7346463203430176,0.9000000000000005,0.15000000000000016,0.8000000000000009,0.0,0.33333333333333326,0.4444444444444444,0.6,0.7439999999999999,0.07333333333333336,0.8200000000000001,1,0.6,1380321256.6442275,404928284.8662528,3.408804245670676
3266,0.4566003680229187,0.6083904504776001,0.3702443242073059,0.8705103397369385,0.6997293829917908,0.1595209836959839,0.12529999017715454,0.6300015449523926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1231555492.4954321,566118648.2078675,2.1754370685263655
3267,0.4475976824760437,0.9166485071182251,0.6017201542854309,0.7073328495025635,0.5955118536949158,0.2534235715866089,0.49984222650527954,0.5376248359680176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1395090810.2252824,496074399.4191019,2.8122612492378556
3268,0.3377649188041687,0.2773967981338501,0.4257252812385559,0.5165674686431885,0.32405799627304077,0.5990351438522339,0.8692575097084045,0.21062898635864258,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1333078736.7084372,640467196.0503412,2.0814161051952706
3269,0.6549188494682312,0.3415600061416626,0.1863606572151184,0.375286340713501,0.32602638006210327,0.8587549924850464,0.29322296380996704,0.3293576240539551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1125959259.2102468,463407419.1102115,2.429739388661927
3270,0.5150262713432312,0.5112377405166626,0.4273274540901184,0.402385950088501,0.9947275519371033,0.6026514768600464,0.811533510684967,0.5244259834289551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1368225126.2273598,478768271.5810579,2.8578024222637155
3271,0.0734216570854187,0.3829265832901001,0.1716359257698059,0.09133553504943848,0.16225379705429077,0.3969477415084839,0.5380197167396545,0.016842365264892578,0.3000000000000003,0.3000000000000003,0.10000000000000012,0.5000000000000001,0.33333333333333326,0.6666666666666666,0.5,0.9819999999999999,0.8266666666666665,0.1399999999999999,1,0.3,1100629640.163179,1665786660.5094862,0.6607266502101462
3272,0.0431634783744812,0.7393261194229126,0.3055623173713684,0.08018136024475098,0.02384132146835327,0.3278101682662964,0.19855743646621704,0.6758542060852051,0.44999999999999996,0.15000000000000016,0.40000000000000047,0.39999999999999997,1.0,0.22222222222222215,0.9,0.884,0.7,0.8,0,0.9,1833576143.6067314,1148103502.6780844,1.5970477742901252
3273,0.7732812762260437,0.4395977258682251,0.5328724980354309,0.4138758182525635,0.9758829474449158,0.6123102903366089,0.9231820702552795,0.7676053047180176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1250498022.7982209,419487037.87510467,2.981017075360827
3274,0.6612207293510437,0.025779366493225098,0.024327576160430908,0.18951058387756348,0.8989786505699158,0.09302318096160889,0.7310433983802795,0.5940213203430176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1458368686.1525447,456964374.7382136,3.191427530839832
3275,0.2853662371635437,0.2783428430557251,0.8916371464729309,0.7125818729400635,0.9547647833824158,0.05066478252410889,0.48311859369277954,0.4627957344055176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1294587528.18493,605674029.9656457,2.1374327841964105
3276,0.2968408465385437,0.9939190149307251,0.4949086308479309,0.6527674198150635,0.8842081427574158,0.012334704399108887,0.34810882806777954,0.6178250312805176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1402442513.8821824,502578770.7485988,2.7904929446049276
3277,0.1552087664604187,0.8875652551651001,0.4077199101448059,0.13308358192443848,0.7870096564292908,0.2726801633834839,0.6608224511146545,0.3984341621398926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.8,1742603246.1074758,565831575.5583115,3.0797207532789814
3278,0.9798547625541687,0.8511272668838501,0.2045338749885559,0.6801416873931885,0.33333534002304077,0.07120311260223389,0.9527536034584045,0.4601407051086426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,852095936.6206676,364654253.46756107,2.3367228779533993
3279,0.3041803240776062,0.7375255823135376,0.9672139286994934,0.12647652626037598,0.7912058234214783,0.3069666624069214,0.41733795404434204,0.5507626533508301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1635852861.8255458,474820317.5516209,3.4452040095097685
3280,0.3217584490776062,0.6847912073135376,0.1254170536994934,0.651867151260376,0.21503394842147827,0.03548228740692139,0.23179107904434204,0.10740327835083008,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1283984552.7184153,765603901.3843341,1.6770872645721453
3281,0.9610864520072937,0.1886821985244751,0.3481190800666809,0.7806360721588135,0.43810218572616577,0.5381525754928589,0.20815521478652954,0.7251858711242676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.09333333333333335,1.0,1,0.6,861088122.2125491,356162272.938546,2.417684824133873
3282,0.1546289324760437,0.7955547571182251,0.9650014042854309,0.6174890995025635,0.8650431036949158,0.4448298215866089,0.9256234765052795,0.2602810859680176,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1411879648.121704,766201926.1509129,1.842699163149346
3283,0.4537164568901062,0.4139171838760376,0.5630391240119934,0.464000940322876,0.40363258123397827,0.5946863889694214,0.17917877435684204,0.3902401924133301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1304130824.504398,653456830.418692,1.9957413616272053
3284,0.7528192400932312,0.2978588342666626,0.5674641728401184,0.481975793838501,0.25595802068710327,0.3189600706100464,0.16260772943496704,0.9712033271789551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1320812470.965466,433063907.76775074,3.0499250740465973
3285,0.6146051287651062,0.6812511682510376,0.5110371708869934,0.370006799697876,0.43561500310897827,0.2487391233444214,0.967020571231842,0.7767148017883301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1482555984.0951016,434551620.56859267,3.4116913018417443
3286,0.9821283221244812,0.4224315881729126,0.7562459111213684,0.22813057899475098,0.07999366521835327,0.6593531370162964,0.703928530216217,0.6597409248352051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,804390192.8306206,359946459.11341125,2.2347495647322786
3287,0.0599176287651062,0.3453136682510376,0.5188496708869934,0.346569299697876,0.5059275031089783,0.03780162334442139,0.599833071231842,0.8782773017883301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1849447633.7864842,657130908.3778945,2.8144280084949638
3288,0.3369104266166687,0.4049602746963501,0.6680348515510559,0.9146387577056885,0.7548441290855408,0.4316767454147339,0.9963327050209045,0.9544034004211426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1447068883.2478018,566402186.1550049,2.5548433932982535
3289,0.8825952410697937,0.0491558313369751,0.8916981816291809,0.7748987674713135,0.5803140997886658,0.7365168333053589,0.7380624413490295,0.7604641914367676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1057889431.6778682,388724262.8748984,2.7214391606379476
3290,0.3672143816947937,0.8452984094619751,0.7532704472541809,0.4401819705963135,0.8344644904136658,0.2240656614303589,0.5254159569740295,0.6484036445617676,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1533627053.9030707,482699623.16084623,3.17718717876859
3291,0.1453363299369812,0.0578075647354126,0.4751179814338684,0.19651436805725098,0.7998422980308533,0.6248072385787964,0.43256622552871704,0.5988278388977051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,906296390.7651329,880656233.4140074,1.0291148309388867
3292,0.8653222918510437,0.4134746789932251,0.8612416386604309,0.6787683963775635,0.43120521306991577,0.4963434934616089,0.5210824608802795,0.22390413284301758,0.20000000000000023,0.10000000000000012,0.8000000000000009,0.9000000000000001,0.33333333333333326,0.1111111111111111,0.6,0.7645,0.013333333333333312,1.0,0,0.3,1086138420.3654058,406783487.4617795,2.6700651669580298
3293,0.1655084490776062,0.1535412073135376,0.7191670536994934,0.870617151260376,0.5587839484214783,0.004232287406921387,0.32554107904434204,0.8261532783508301,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1357201445.088282,791200831.0433667,1.715369084355641
3294,0.9873010516166687,0.4537883996963501,0.5215504765510559,0.3540918827056885,0.43648475408554077,0.3867548704147339,0.13109833002090454,0.5501065254211426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,742316189.41901,356084105.830972,2.0846653283968166
3295,0.4645349383354187,0.7095867395401001,0.6916554570198059,0.03127694129943848,0.8424295783042908,0.8564203977584839,0.6596017479896545,0.15209627151489258,0.44999999999999996,0.05000000000000006,0.8999999999999999,0.39999999999999997,0.0,0.33333333333333326,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1333208104.8489933,464629782.7549447,2.8693987220189774
3296,0.7645837664604187,0.0594402551651001,0.8920949101448059,0.6799585819244385,0.14638465642929077,0.1945551633834839,0.8951974511146545,0.6953091621398926,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1343799192.5044646,435395965.29854536,3.0863841183806997
3297,0.3092157244682312,0.3786693811416626,0.07503253221511841,0.709270715713501,0.32407325506210327,0.8646143674850464,0.27564483880996704,0.3820919990539551,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,623653655.1836399,939437299.5028281,0.6638587327900348
3298,0.9266321063041687,0.5107952356338501,0.7255299687385559,0.6171534061431885,0.02230018377304077,0.5043085813522339,0.15343719720840454,0.3580899238586426,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,991070353.6793416,384888713.59428483,2.5749530154423783
3299,0.3190423846244812,0.4116894006729126,0.7884724736213684,0.13145089149475098,0.37003272771835327,0.7892359495162964,0.31428009271621704,0.8286862373352051,0.2500000000000003,0.2500000000000003,0.8999999999999999,0.3,0.0,0.22222222222222215,0.6,0.4825,0.37999999999999995,1.0,1,0.6,1250602465.262036,643352897.278258,1.9438825418410066
